Country	Subnational Unit	teak	eucalyptus	other broadleaf	oak	pine	other conifer	Natural Regeneration	Mangrove Restoration - tree	Mangrove Restoration - shrub	Agroforestry	Average FLR 20y	Average plantation	Average mangrove	Coastal	NatRegen
United_Arab_Emirates	Ajman	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Abu Dhabi	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Dubay	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Fujayrah	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Neutral Zone	3.5	10.6	2.9	5	5.7	10.5	2.8	N/A	N/A	3.8	5.6	6.366666666666667	0	0	1
United_Arab_Emirates	Ras Al Khaymah	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Sharjah	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
United_Arab_Emirates	Umm Al Qaywayn	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Afghanistan	Badakhshan	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Badghis	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Balkh	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Baghlan	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Bamyan	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Daykundi	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Faryab	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Farah	3.5	10.6	2.9	5	5.7	10.5	2.8	N/A	N/A	3.8	5.6	6.366666666666667	0	0	1
Afghanistan	Ghor	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Ghazni	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Hilmand	3.5	10.6	2.9	5	5.7	10.5	2.8	N/A	N/A	3.8	5.6	6.366666666666667	0	0	1
Afghanistan	Hirat	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Jawzjan	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Kabul	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Afghanistan	Kandahar	3.5	10.6	2.9	5	5.7	10.5	2.8	N/A	N/A	3.8	5.6	6.366666666666667	0	0	1
Afghanistan	Kapisa	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Kunar	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Khost	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Afghanistan	Kunduz	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Laghman	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Logar	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Afghanistan	Nangarhar	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Afghanistan	Nimroz	3.5	10.6	2.9	5	5.7	10.5	2.8	N/A	N/A	3.8	5.6	6.366666666666667	0	0	1
Afghanistan	Nuristan	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Uruzgan	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Panjshir	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Paktika	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Paktya	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Afghanistan	Parwan	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Samangan	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Sari Pul	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Takhar	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Afghanistan	Wardak	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
Afghanistan	Zabul	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Albania	Berat	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	0	1
Albania	Dibër	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	0	1
Albania	Durrës	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Albania	Elbasan	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	0	1
Albania	Fier	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Albania	Gjirokastër	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	0	1
Albania	Korçë	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	0	1
Albania	Kukës	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Albania	Lezhë	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Albania	Shkodër	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	1	1
Albania	Tiranë	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Albania	Vlorë	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Armenia	Aragatsotn	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Ararat	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Armavir	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Erevan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Gegharkunik	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Kotayk	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Lori	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Shirak	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Syunik	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Tavush	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Armenia	Vayots Dzor	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Angola	Benguela	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Bié	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Bengo	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Cabinda	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Cuando Cubango	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Cuanza Norte	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Cuanza Sul	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Cunene	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Huíla	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Huambo	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Lunda Norte	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Lunda Sul	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Luanda	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Malanje	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Moxico	N/A	10.3	3.2	2.6	5.8	3.2	4.7	N/A	N/A	2.9	4.671428571428571	5.0200000000000005	0	0	1
Angola	Namibe	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Angola	Uíge	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Angola	Zaire	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Argentina	Buenos Aires	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Argentina	Córdoba	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Chaco	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Chubut	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Argentina	Corrientes	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Catamarca	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	4.2	2.6	2.066666666666667	0	0	0
Argentina	Ciudad de Buenos Aires	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Argentina	Entre Ríos	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Argentina	Formosa	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Jujuy	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	La Pampa	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	0	1
Argentina	La Rioja	3.5	10.6	2.9	5	5.7	10.5	3.8	N/A	N/A	4.2	5.775	6.366666666666667	0	0	1
Argentina	Misiones	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Mendoza	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	0	1
Argentina	Neuquén	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	0	1
Argentina	Río Negro	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Argentina	Salta	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Santa Cruz	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Argentina	Santiago del Estero	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Santa Fe	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	San Juan	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	0	1
Argentina	San Luis	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Argentina	Tierra del Fuego	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	4.2	2.6	2.066666666666667	0	1	0
Argentina	Tucumán	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Austria	Burgenland	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Kärnten	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Niederösterreich	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Oberösterreich	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Steiermark	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Salzburg	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Austria	Tirol	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Austria	Vorarlberg	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Austria	Wien	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Australia	Ashmore and Cartier Islands	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Australia	Coral Sea Islands	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Australia	Australian Capital Territory	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Australia	Jervis Bay Territory	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Australia	New South Wales	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Australia	Northern Territory	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Australia	Queensland	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Australia	South Australia	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Australia	Tasmania	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Australia	Victoria	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Australia	Western Australia	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
Azerbaijan	Absheron	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
Azerbaijan	Aran	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
Azerbaijan	Daglig-Shirvan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Azerbaijan	Ganja-Qazakh	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Azerbaijan	Kalbajar-Lachin	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Azerbaijan	Lankaran	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
Azerbaijan	Nakhchivan	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
Azerbaijan	Quba-Khachmaz	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Azerbaijan	Shaki-Zaqatala	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Azerbaijan	Yukhari-Karabakh	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Bosnia_Herzegovina	Federacija Bosna i Hercegovina	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	1	1
Bosnia_Herzegovina	Brčko	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Bosnia_Herzegovina	Repuplika Srpska	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Bangladesh	Barisal	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	3.8	5.81	7.166666666666667	4.05	1	1
Bangladesh	Chittagong	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	3.8	5.81	7.166666666666667	4.05	1	1
Bangladesh	Dhaka	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	3.8	5.81	7.166666666666667	4.05	1	1
Bangladesh	Khulna	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	3.8	5.81	7.166666666666667	4.05	1	1
Bangladesh	Rajshahi	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Bangladesh	Sylhet	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
Belgium	Bruxelles	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Belgium	Vlaanderen	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	1	1
Belgium	Wallonie	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Burkina_Faso	Balé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Bougouriba	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Boulkiemdé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Boulgou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Bam	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Banwa	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Bazéga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Gnagna	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Gourma	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Ganzourgou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Houet	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Ioba	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kadiogo	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Komondjari	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Koulpélogo	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Komoé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kénédougou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kompienga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kouritenga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kossi	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Kourwéogo	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Léraba	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Loroum	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Mou Houn	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Namentenga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Nahouri	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Nayala	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Oubritenga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Oudalan	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Passoré	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Poni	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Séno	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Sanguié	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Soum	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Sourou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Sissili	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Sanmatenga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Tapoa	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Tuy	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Burkina_Faso	Yagha	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
