Country	Subnational Unit	teak	eucalyptus	other broadleaf	oak	pine	other conifer	Natural Regeneration	Mangrove Restoration - tree	Mangrove Restoration - shrub	Agroforestry	Average FLR 20y	Average plantation	Average mangrove	Coastal	NatRegen
Democratic_Republic_Congo	Kasaï-Oriental	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Democratic_Republic_Congo	Katanga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Democratic_Republic_Congo	Kivu	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Ouham	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Bamingui-Bangoran	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Bangui	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Basse-Kotto	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Haute-Kotto	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Haut-Mbomou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Mambéré-Kadéï	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Nana-Grébizi	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Kémo	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Lobaye	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Mbomou	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Ombella-M'Poko	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Nana-Mambéré	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Ouham-Pendé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Sangha-Mbaéré	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Central_African_Republic	Ouaka	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Central_African_Republic	Vakaga	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Republic_Congo	Bouenza	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Republic_Congo	Cuvette-Ouest	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Cuvette	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Kouilou	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Republic_Congo	Lékoumou	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Likouala	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Niari	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Plateaux	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Pool	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Republic_Congo	Sangha	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Switzerland	Aargau	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Appenzell Innerrhoden	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Appenzell Ausserrhoden	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Bern	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Basel-Landschaft	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Basel-Stadt	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Fribourg	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Genève	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Glarus	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Graubünden	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Switzerland	Jura	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Lucerne	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Neuchâtel	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Nidwalden	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Obwalden	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Switzerland	Sankt Gallen	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Schaffhausen	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Solothurn	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Schwyz	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Thurgau	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Ticino	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Switzerland	Uri	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Switzerland	Vaud	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Valais	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	N/A	2.066666666666667	2.066666666666667	0	0	0
Switzerland	Zug	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Switzerland	Zürich	N/A	10.3	3.2	2.6	5.8	3.2	2.7	N/A	N/A	N/A	4.633333333333334	5.0200000000000005	0	0	1
Côte_d_Ivoire	Agnéby	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Bafing	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Bas-Sassandra	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
Côte_d_Ivoire	Denguélé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Dix-Huit Montagnes	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Côte_d_Ivoire	Fromager	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Haut-Sassandra	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Lacs	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Lagunes	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
Côte_d_Ivoire	Moyen-Comoé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Marahoué	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Moyen-Cavally	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Côte_d_Ivoire	N'zi-Comoé	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Sud-Bandama	3.5	10.6	2.9	5	5.7	10.5	0.9	6.3	1.8	2.9	5.009999999999999	6.366666666666667	4.05	1	1
Côte_d_Ivoire	Sud-Comoé	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
Côte_d_Ivoire	Savanes	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Vallée du Bandama	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Worodougou	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Côte_d_Ivoire	Zanzan	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Chile	Aisén del General Carlos Ibáñez del Campo	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Chile	Antofagasta	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Arica y Parinacota	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	4.2	2.6	2.066666666666667	0	1	0
Chile	Araucanía	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Chile	Atacama	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Bío-Bío	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Coquimbo	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Libertador General Bernardo O'Higgins	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Los Lagos	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Chile	Los Ríos	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Chile	Magallanes y Antártica Chilena	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	4.2	2.6	2.066666666666667	0	1	0
Chile	Maule	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Región Metropolitana de Santiago	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	0	1
Chile	Tarapacá	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Chile	Valparaíso	N/A	10.3	3.2	1.5	2.1	1.7	3.8	N/A	N/A	4.2	3.8285714285714287	3.7600000000000002	0	1	1
Cameroon	Adamaoua	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Cameroon	Centre	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Cameroon	Extrême-Nord	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Cameroon	Est	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Cameroon	Littoral	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
Cameroon	Nord	3.5	10.6	2.9	5	5.7	10.5	0.9	N/A	N/A	2.9	5.25	6.366666666666667	0	0	1
Cameroon	Nord-Ouest	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Cameroon	Ouest	8.4	11.1	6.9	5	5.7	5.9	4.7	N/A	N/A	2.9	6.325	7.166666666666667	0	0	1
Cameroon	Sud	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
Cameroon	Sud-Ouest	8.4	11.1	6.9	5	5.7	5.9	4.7	6.3	1.8	2.9	5.869999999999999	7.166666666666667	4.05	1	1
China	Anhui	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Beijing	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Chongqing	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Fujian	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Guangdong	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Gansu	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Guangxi	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Guizhou	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Hainan	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	3.8	5.289999999999999	6.366666666666667	4.05	1	1
China	Hebei	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
China	Henan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Heilongjiang	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Hunan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Hubei	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Jilin	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Jiangsu	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Jiangxi	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Liaoning	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
China	Nei Mongol	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Ningxia Hui	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Qinghai	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
China	Shaanxi	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Sichuan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Shandong	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Shanghai	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
China	Shanxi	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Tianjin	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	1	1
China	Xinjiang Uygur	N/A	10.3	3.2	1.5	2.1	1.7	2.8	N/A	N/A	3.8	3.628571428571429	3.7600000000000002	0	0	1
China	Xizang	N/A	N/A	2.2	N/A	2.8	1.2	N/A	N/A	N/A	3.8	2.5	2.066666666666667	0	0	0
China	Yunnan	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	0	1
China	Zhejiang	N/A	10.3	3.2	2.6	5.8	3.2	3.2	N/A	N/A	3.8	4.585714285714285	5.0200000000000005	0	1	1
Colombia	Amazonas	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Antioquia	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Arauca	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Atlántico	3.5	10.6	2.9	5	5.7	10.5	3.8	6.3	1.8	4.2	5.43	6.366666666666667	4.05	1	1
Colombia	Bolívar	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Boyacá	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Colombia	Cauca	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	1	1
Colombia	Cesar	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Chocó	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Caldas	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Córdoba	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Caquetá	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Casanare	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Cundinamarca	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Colombia	Guainía	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Guaviare	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Huila	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	La Guajira	3.5	10.6	2.9	5	5.7	10.5	3.8	6.3	1.8	4.2	5.43	6.366666666666667	4.05	1	1
Colombia	Magdalena	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Meta	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Nariño	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Norte de Santander	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Putumayo	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Quindío	N/A	10.3	3.2	2.6	5.8	3.2	5.1	N/A	N/A	4.2	4.914285714285715	5.0200000000000005	0	0	1
Colombia	Risaralda	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	San Andrés y Providencia	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Santander	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Sucre	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Tolima	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Valle del Cauca	8.4	11.1	6.9	5	5.7	5.9	5.1	6.3	1.8	4.2	6.04	7.166666666666667	4.05	1	1
Colombia	Vichada	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Colombia	Vaupés	8.4	11.1	6.9	5	5.7	5.9	5.1	N/A	N/A	4.2	6.5375	7.166666666666667	0	0	1
Costa_Rica	Alajuela	8.4	11.1	6.9	5	5.7	5.9	3.2	N/A	N/A	4.2	6.300000000000001	7.166666666666667	0	0	1
Costa_Rica	Cartago	8.4	11.1	6.9	5	5.7	5.9	3.2	N/A	N/A	4.2	6.300000000000001	7.166666666666667	0	0	1
Costa_Rica	Guanacaste	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	4.2	5.85	7.166666666666667	4.05	1	1
Costa_Rica	Heredia	8.4	11.1	6.9	5	5.7	5.9	3.2	N/A	N/A	4.2	6.300000000000001	7.166666666666667	0	0	1
Costa_Rica	Limón	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	4.2	5.85	7.166666666666667	4.05	1	1
Costa_Rica	Puntarenas	8.4	11.1	6.9	5	5.7	5.9	3.2	6.3	1.8	4.2	5.85	7.166666666666667	4.05	1	1
Costa_Rica	San José	8.4	11.1	6.9	5	5.7	5.9	3.2	N/A	N/A	4.2	6.300000000000001	7.166666666666667	0	0	1
Cuba	Ciego de Ávila	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Cienfuegos	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Ciudad de la Habana	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Camagüey	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Granma	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Guantánamo	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Holguín	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Isla de la Juventud	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	La Habana	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Las Tunas	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Matanzas	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Pinar del Río	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Santiago de Cuba	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Sancti Spíritus	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cuba	Villa Clara	3.5	10.6	2.9	5	5.7	10.5	2.8	6.3	1.8	4.2	5.329999999999999	6.366666666666667	4.05	1	1
Cyprus	Famagusta	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Cyprus	Larnaca	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Cyprus	Limassol	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Cyprus	Nicosia	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
Cyprus	Paphos	N/A	10.3	3.2	1.5	2.1	1.7	2.7	N/A	N/A	N/A	3.583333333333333	3.7600000000000002	0	1	1
